,Canada,Sao Tome and Principe,Turkmenistan,Lithuania,Cambodia,Ethiopia,Swaziland,South Asia,Argentina,Cameroon,Burkina Faso,Ghana,Saudi Arabia,Slovenia,Guatemala,Bosnia and Herzegovina,Kuwait,Russian Federation,Germany,Dominica,Liberia,Maldives,Pakistan,Oman,Seychelles,Gabon,New Zealand,Jamaica,Albania,Samoa,United Arab Emirates,India,Azerbaijan,Lesotho,Kenya,Tajikistan,Turkey,Afghanistan,Bangladesh,Mauritania,Solomon Islands,Mongolia,France,Syrian Arab Republic,Rwanda,Slovakia,Peru,Vanuatu,Norway,Malawi,Benin,Cuba,Montenegro,Togo,China,Armenia,Timor-Leste,Dominican Republic,Ukraine,Bahrain,Tonga,Finland,Libya,Indonesia,Central African Republic,Mauritius,Liechtenstein,Belarus,Mali,Sweden,Bulgaria,United States,Romania,Angola,Portugal,Trinidad and Tobago,Cyprus,Brunei Darussalam,Qatar,Malaysia,Austria,Mozambique,Uganda,Hungary,Niger,Brazil,World,Guinea,Panama,Guyana,Costa Rica,Luxembourg,Andorra,Ireland,Palau,Nigeria,Ecuador,Czech Republic,Australia,Algeria,El Salvador,Chile,Belgium,Kiribati,Haiti,Iraq,Sierra Leone,Georgia,Denmark,Philippines,Morocco,Croatia,Guinea-Bissau,Thailand,Switzerland,Grenada,Belize,Chad,Estonia,Uruguay,Mexico,Lebanon,South Africa,Uzbekistan,Djibouti,Antigua and Barbuda,Spain,Colombia,Burundi,Fiji,Barbados,Madagascar,Italy,Bhutan,Sudan,Nepal,Malta,Netherlands,Suriname,Israel,Iceland,Zambia,Senegal,Papua New Guinea,Zimbabwe,Jordan,Kazakhstan,Poland,Eritrea,Paraguay,Latvia,Japan,Honduras,Myanmar,Equatorial Guinea,Tunisia,Nicaragua,Singapore,Serbia,Botswana,United Kingdom,Greece,Sri Lanka,Namibia,Comoros
1,8202346.02,535.68,328011.14,52270.95,103087.68,435000.0,9116.0,2805687.276,2211245.52,238245.84,106156.8,130380.42,1797140.84,17602.36,67296.48,37427.2,14505.48,12741204.86,317519.94,537.75,39683.84,209.4,413962.56,242338.5,343.98,173669.58,239612.1,7743.45,19618.4,1964.02,69137.2,1742289.34,61746.273,14754.96,304489.9,84955.72,584149.17,305538.48,72634.86,501950.9,13743.09,1084384.88,484040.388,120828.54,12483.02,39913.04,943360.0,7509.04,344791.28,39031.92,53673.76,86755.935,10612.05,25726.47,6750123.709,20783.1,9219.4,33824.0,425220.88,627.55,507.6,267119.31,1379479.36,1239113.88,212436.18,1565.13,142.24,159487.26,496617.33,365791.32,84351.12,8360741.88,180573.55,655764.2,75295.2,3929.58,7807.8,4490.04,9880.11,253969.15,72709.811,309047.34,97051.68,74053.54,426877.9,6218456.16,91074852.2034,96322.24,56870.1,125590.3,38958.78,2281.79,390.1,61932.11,356.5,459028.08,176583.96,66495.03,7167585.9,1707707.58,13716.64,611183.304,26676.68,491.67,12980.76,278833.44,26995.32,51700.56,38187.0,196792.2,275367.1,45439.52,11135.52,368862.58,36236.172,252.96,16696.92,468422.4,35607.6,138265.8,1469626.2,7825.95,798213.22,281189.4,10825.06,340.56,434682.49,788854.5,9989.52,13227.48,333.68,289736.4,256490.08,22260.328,1123848.0,77409.0,265.28,30808.05,109980.0,19216.32,89723.75,417041.79,93377.05,222354.26,190330.2,66141.1,2043672.9,255379.14,38481.0,268574.8,50373.9,324458.4,69036.13,342213.92,15595.8,112014.56,73888.76,637.007,65157.7,387076.59,215801.56,109951.7,47032.5,513732.96,908.168
